年,月,日,時分,気温,地中温度,土壌水分,照度,EC
2025,06,16,20:48,23.5,23.2,21.6,0,0.96
2025,06,16,20:58,23.1,23.2,21.5,0,0.98
2025,06,16,21:08,22.9,23.1,21.5,0,0.98
2025,06,16,21:18,23.5,23.1,21.5,0,0.98
2025,06,16,21:28,23.3,23.1,21.5,0,0.98
2025,06,16,21:38,23.6,23.1,21.5,0,0.98
2025,06,16,21:48,23.1,23.1,21.5,0,0.98
2025,06,16,21:58,23.8,23.1,21.4,0,0.99
2025,06,16,22:08,24.0,23.0,21.5,0,0.98
2025,06,16,22:18,23.6,23.0,21.6,0,0.97
2025,06,16,22:28,24.0,23.0,21.6,0,0.97
2025,06,16,22:38,24.2,23.0,21.5,0,0.98
2025,06,16,22:48,24.0,23.0,21.6,0,0.97
2025,06,16,22:58,23.8,23.0,21.6,0,0.97
2025,06,16,23:08,24.1,23.0,21.7,0,0.97
2025,06,16,23:18,24.0,22.9,21.6,0,0.98
2025,06,16,23:28,24.2,22.9,21.5,0,0.98
2025,06,16,23:38,24.0,22.9,21.5,0,0.98
2025,06,16,23:48,23.5,22.8,21.5,0,0.99
2025,06,16,23:58,23.3,22.8,21.5,0,0.99
2025,06,17,00:08,22.9,22.8,21.5,0,0.99
2025,06,17,00:28,22.6,22.8,21.6,0,0.98
2025,06,17,00:38,22.7,22.8,21.4,0,1.00
2025,06,17,00:48,22.6,22.8,21.5,0,0.99
2025,06,17,00:58,22.5,22.8,21.6,0,0.98
2025,06,17,01:08,22.5,22.8,21.6,0,0.99
2025,06,17,01:18,22.8,22.8,21.6,0,0.99
2025,06,17,01:28,22.5,22.7,21.7,0,0.98
2025,06,17,01:38,22.3,22.7,21.6,0,0.99
2025,06,17,01:48,21.9,22.7,21.6,0,0.99
2025,06,17,01:58,21.8,22.7,21.7,0,0.98
2025,06,17,02:08,22.0,22.7,21.6,0,0.99
2025,06,17,02:18,22.1,22.6,21.6,0,1.00
2025,06,17,02:28,22.2,22.6,21.7,0,0.98
2025,06,17,02:38,22.3,22.6,21.6,0,0.99
2025,06,17,02:48,22.3,22.6,21.6,0,1.00
2025,06,17,02:58,22.4,22.6,21.6,0,1.00
2025,06,17,03:08,22.2,22.6,21.7,0,0.99
2025,06,17,03:18,21.8,22.6,21.6,0,1.00
2025,06,17,03:28,21.7,22.6,21.7,0,0.99
2025,06,17,03:38,21.6,22.5,21.6,0,1.00
2025,06,17,03:48,21.3,22.5,21.7,0,0.99
2025,06,17,03:58,21.2,22.5,21.6,0,1.00
2025,06,17,04:08,21.5,22.5,21.7,0,0.99
2025,06,17,04:18,21.7,22.5,21.5,0,1.01
2025,06,17,04:28,21.9,22.5,21.6,11,1.00
2025,06,17,04:38,22.0,22.5,21.7,66,1.00
2025,06,17,04:48,21.9,22.5,21.7,296,1.00
2025,06,17,04:58,22.0,22.5,21.6,789,1.01
2025,06,17,05:08,21.9,22.5,21.7,1631,1.00
2025,06,17,05:18,22.1,22.4,21.6,2442,1.01
2025,06,17,05:28,22.3,22.4,21.6,2530,1.01
2025,06,17,05:38,22.5,22.4,21.6,3348,1.00
2025,06,17,05:48,22.5,22.4,21.6,5509,1.00
2025,06,17,05:58,23.4,22.3,21.7,10054,1.00
2025,06,17,06:08,23.7,22.3,21.5,11253,1.01
2025,06,17,06:18,23.8,22.3,21.7,10236,1.00
2025,06,17,06:28,24.7,22.3,21.7,11621,1.00
2025,06,17,06:38,25.2,22.3,21.8,12581,0.98
2025,06,17,06:48,27.0,22.3,21.5,26429,1.01
2025,06,17,06:58,27.4,22.3,21.7,32831,0.99
2025,06,17,07:08,28.1,22.3,21.7,17217,0.98
2025,06,17,07:18,27.1,22.3,21.6,15136,0.99
2025,06,17,07:28,27.4,22.3,21.9,46435,0.97
2025,06,17,07:38,29.8,22.3,21.8,41667,0.97
2025,06,17,07:48,30.0,22.3,21.7,58188,0.98
2025,06,17,07:58,31.7,22.3,21.7,67186,0.98
2025,06,17,08:08,31.8,22.3,21.6,53886,0.99
2025,06,17,08:18,29.8,22.3,21.7,35917,0.97
2025,06,17,08:28,29.8,22.4,21.7,23191,0.97
2025,06,17,08:38,30.4,22.4,21.7,40711,0.97
2025,06,17,08:48,30.4,22.4,21.6,97432,0.98
2025,06,17,08:58,30.7,22.4,21.7,101703,0.97
2025,06,17,09:08,30.8,22.5,21.6,70394,0.97
2025,06,17,09:18,29.9,22.5,21.7,60341,0.96
2025,06,17,09:28,29.5,22.5,21.7,56983,0.96
2025,06,17,09:38,29.8,22.5,21.6,65253,0.97
2025,06,17,09:48,31.3,22.5,21.6,68753,0.97
2025,06,17,09:58,32.3,22.6,21.5,120901,0.97
2025,06,17,10:08,32.5,22.6,21.5,137009,0.97
2025,06,17,10:18,32.9,22.6,21.4,127450,0.97
2025,06,17,10:28,33.1,22.6,21.5,115412,0.96
2025,06,17,10:38,34.0,22.7,21.6,145397,0.95
2025,06,17,10:48,34.2,22.8,21.6,117441,0.94
2025,06,17,10:58,34.3,22.8,21.5,99047,0.95
2025,06,17,11:08,32.6,22.8,21.4,43539,0.96
2025,06,17,11:18,33.5,22.9,21.4,121665,0.96
2025,06,17,11:28,36.3,22.9,21.3,104615,0.96
2025,06,17,11:38,34.6,23.0,21.5,118696,0.94
2025,06,17,11:48,34.0,23.1,21.3,123461,0.95
2025,06,17,11:58,38.2,23.1,21.3,133864,0.95
2025,06,17,12:18,35.2,23.3,21.3,113645,0.95
2025,06,17,12:28,35.2,23.3,21.3,93545,0.94
2025,06,17,12:38,35.3,23.4,21.2,112622,0.96
2025,06,17,12:48,35.1,23.5,21.2,102232,0.95
2025,06,17,12:58,35.1,23.6,21.1,130935,0.96
2025,06,17,13:08,35.5,23.6,21.1,134750,0.96
2025,06,17,13:18,36.2,23.7,21.3,108156,0.94
2025,06,17,13:28,36.3,23.8,20.9,124727,0.97
2025,06,17,13:38,36.3,23.9,21.1,137173,0.95
2025,06,17,13:48,35.8,24.0,21.1,137323,0.95
2025,06,17,13:58,35.7,24.0,21.1,141382,0.95
2025,06,17,14:08,36.5,24.1,21.0,134328,0.95
2025,06,17,14:18,35.8,24.1,21.0,141393,0.95
2025,06,17,14:28,35.5,24.2,21.0,145397,0.94
2025,06,17,14:38,34.8,24.3,21.0,128373,0.94
2025,06,17,14:48,34.9,24.3,20.8,122989,0.96
2025,06,17,14:58,34.4,24.4,20.9,102913,0.95
2025,06,17,15:08,33.9,24.5,21.0,124924,0.94
2025,06,17,15:18,33.1,24.5,20.9,105603,0.95
2025,06,17,15:28,32.4,24.5,20.9,19776,0.95
2025,06,17,15:38,31.9,24.5,21.0,10311,0.94
2025,06,17,15:48,31.0,24.6,20.9,8417,0.94
2025,06,17,15:58,30.4,24.6,20.9,8219,0.95
2025,06,17,16:08,30.2,24.6,20.9,7930,0.94
2025,06,17,16:18,30.2,24.6,20.8,7856,0.95
2025,06,17,16:28,30.2,24.6,21.0,12104,0.93
2025,06,17,16:38,30.7,24.6,20.9,24223,0.94
2025,06,17,16:48,30.4,24.5,20.8,9503,0.95
2025,06,17,16:58,30.8,24.5,20.9,6532,0.94
2025,06,17,17:08,29.7,24.5,20.9,9769,0.94
2025,06,17,17:18,29.5,24.5,20.9,5955,0.94
2025,06,17,17:28,29.1,24.5,20.8,5812,0.95
2025,06,17,17:38,28.7,24.4,20.8,5596,0.95
2025,06,17,17:48,28.3,24.4,20.8,5352,0.95
2025,06,17,17:58,28.1,24.3,20.8,4982,0.95
2025,06,17,18:08,27.9,24.3,20.9,4636,0.94
2025,06,17,18:18,27.7,24.3,20.7,4205,0.96
2025,06,17,18:28,26.6,24.3,20.9,3718,0.95
2025,06,17,18:38,25.1,24.2,20.8,3189,0.95
2025,06,17,18:48,24.1,24.2,20.8,2530,0.95
2025,06,17,18:58,23.6,24.1,21.0,1727,0.94
2025,06,17,19:08,22.8,24.1,20.9,1013,0.94
2025,06,17,19:18,22.3,24.1,20.8,434,0.95
2025,06,17,19:28,22.4,24.1,20.7,123,0.96
2025,06,17,19:38,22.8,24.0,20.9,11,0.94
2025,06,17,19:48,21.7,24.0,20.9,0,0.95
2025,06,17,19:58,21.2,24.0,20.9,0,0.95
2025,06,17,20:08,20.8,24.0,20.9,0,0.95
2025,06,17,20:18,20.3,23.9,20.9,0,0.95
2025,06,17,20:28,20.1,23.8,20.9,0,0.95
2025,06,17,20:38,19.9,23.8,20.8,0,0.96
2025,06,17,20:48,19.9,23.8,20.8,0,0.96
2025,06,17,20:58,19.5,23.7,21.0,0,0.95
2025,06,17,21:08,19.3,23.7,20.8,0,0.96
2025,06,17,21:18,19.2,23.6,20.8,0,0.96
2025,06,17,21:28,19.4,23.6,20.9,0,0.95
2025,06,17,21:38,18.9,23.6,21.0,0,0.94
2025,06,17,21:48,18.8,23.5,20.9,0,0.95
2025,06,17,21:58,19.7,23.5,20.9,0,0.95
2025,06,17,22:08,18.9,23.5,20.9,0,0.95
2025,06,17,22:18,18.6,23.4,21.0,0,0.95
2025,06,17,22:28,18.5,23.3,21.0,0,0.94
2025,06,17,22:38,18.2,23.3,20.9,0,0.96
2025,06,17,22:48,18.0,23.3,20.9,0,0.95
2025,06,17,22:58,18.9,23.2,21.1,0,0.94
2025,06,17,23:08,18.7,23.1,21.0,0,0.95
2025,06,17,23:18,18.4,23.1,21.0,0,0.95
2025,06,17,23:38,19.2,23.1,21.0,0,0.95
2025,06,17,23:48,19.4,23.0,21.1,0,0.94
2025,06,17,23:58,19.0,23.0,21.0,0,0.95
2025,06,18,00:08,18.6,23.0,21.1,0,0.94
2025,06,18,00:18,18.3,22.9,21.1,0,0.94
2025,06,18,00:28,18.0,22.9,21.0,0,0.95
2025,06,18,00:38,17.8,22.8,21.2,0,0.94
2025,06,18,00:48,17.6,22.8,21.1,0,0.94
2025,06,18,00:58,17.5,22.8,21.0,0,0.95
2025,06,18,01:08,17.4,22.8,21.1,0,0.95
2025,06,18,01:18,17.3,22.7,21.0,0,0.95
2025,06,18,01:28,17.2,22.7,21.2,0,0.94
2025,06,18,01:38,17.3,22.6,21.2,0,0.94
2025,06,18,01:48,17.1,22.6,21.2,0,0.94
2025,06,18,01:58,17.3,22.6,21.1,0,0.94
2025,06,18,02:08,17.2,22.5,21.2,0,0.94
2025,06,18,02:18,17.3,22.5,21.2,0,0.94
2025,06,18,02:28,17.5,22.5,21.3,0,0.93
2025,06,18,02:38,17.7,22.5,21.2,0,0.94
2025,06,18,02:48,17.7,22.4,21.2,0,0.94
2025,06,18,02:58,17.7,22.4,21.2,0,0.94
2025,06,18,03:08,17.6,22.3,21.2,0,0.94
2025,06,18,03:18,17.6,22.3,21.3,0,0.93
2025,06,18,03:28,17.8,22.3,21.4,0,0.93
2025,06,18,03:38,17.9,22.3,21.3,0,0.93
2025,06,18,03:48,18.3,22.2,21.3,0,0.94
2025,06,18,03:58,18.5,22.2,21.4,0,0.93
2025,06,18,04:08,18.5,22.2,21.3,0,0.94
2025,06,18,04:18,18.5,22.1,21.3,0,0.94
2025,06,18,04:28,18.6,22.1,21.4,3,0.93
2025,06,18,04:38,18.7,22.1,21.5,64,0.93
2025,06,18,04:48,18.8,22.1,21.4,207,0.93
2025,06,18,04:58,19.0,22.1,21.4,765,0.93
2025,06,18,05:08,19.1,22.0,21.4,1548,0.93
2025,06,18,05:18,19.3,22.0,21.4,2271,0.94
2025,06,18,05:28,19.4,22.0,21.5,3026,0.93
2025,06,18,05:38,19.6,22.0,21.4,4325,0.93
2025,06,18,05:48,19.9,22.0,21.5,5159,0.93
2025,06,18,05:58,20.2,22.0,21.6,8587,0.92
2025,06,18,06:08,20.4,22.0,21.6,6828,0.91
2025,06,18,06:18,20.5,22.0,21.4,8498,0.93
2025,06,18,06:28,20.8,22.0,21.5,15517,0.92
2025,06,18,06:38,21.4,21.9,21.5,15538,0.92
2025,06,18,06:48,21.8,21.9,21.4,18803,0.93
2025,06,18,06:58,22.4,21.9,21.4,20085,0.93
2025,06,18,07:08,22.6,21.9,21.5,18707,0.92
2025,06,18,07:18,22.7,21.9,21.5,17748,0.92
2025,06,18,07:28,22.8,21.9,21.5,17737,0.92
2025,06,18,07:38,23.1,21.9,21.6,14868,0.91
2025,06,18,07:48,23.2,21.9,21.5,17493,0.92
2025,06,18,07:58,23.6,21.9,21.6,26717,0.91
2025,06,18,08:08,24.3,21.9,21.6,29450,0.90
2025,06,18,08:18,24.8,21.9,21.5,25285,0.91
2025,06,18,08:28,25.9,22.0,21.6,36084,0.90
2025,06,18,08:38,26.4,22.0,21.5,32641,0.91
2025,06,18,08:48,26.6,22.0,21.3,39580,0.93
2025,06,18,08:58,27.3,22.0,21.4,43317,0.91
2025,06,18,09:08,28.3,22.0,21.5,74381,0.91
2025,06,18,09:18,29.6,22.0,21.3,70660,0.92
2025,06,18,09:28,30.8,22.0,21.4,122340,0.91
2025,06,18,09:38,33.2,22.0,21.4,111027,0.91
2025,06,18,09:48,32.2,22.0,21.4,46901,0.91
2025,06,18,09:58,31.1,22.1,21.4,71805,0.91
2025,06,18,10:08,31.7,22.1,21.3,79213,0.92
2025,06,18,10:18,33.2,22.1,21.4,94342,0.90
2025,06,18,10:28,33.8,22.1,21.3,66013,0.91
2025,06,18,10:38,33.7,22.2,21.3,64004,0.91
2025,06,18,10:48,34.1,22.3,21.3,86210,0.91
2025,06,18,10:58,32.7,22.3,21.3,76750,0.91
2025,06,18,11:08,35.0,22.3,21.2,73498,0.92
2025,06,18,11:18,36.9,22.4,21.2,33327,0.92
2025,06,18,11:28,36.8,22.4,21.2,142074,0.91
2025,06,18,11:38,37.6,22.5,21.2,133597,0.91
2025,06,18,11:48,37.8,22.5,21.2,121705,0.91
2025,06,18,11:58,37.7,22.5,21.0,103563,0.92
2025,06,18,12:08,35.4,22.6,21.2,123922,0.91
2025,06,18,12:18,33.5,22.6,21.2,85775,0.90
2025,06,18,12:28,33.1,22.7,21.0,71041,0.92
2025,06,18,12:38,32.5,22.8,21.1,63395,0.91
2025,06,18,12:48,32.3,22.8,21.1,91155,0.91
2025,06,18,12:58,34.4,22.9,21.1,27672,0.91
2025,06,18,13:08,34.7,23.0,21.1,128282,0.91
2025,06,18,13:18,34.1,23.0,21.0,61003,0.92
2025,06,18,13:28,34.7,23.1,21.0,104071,0.91
2025,06,18,13:38,35.6,23.1,20.9,121990,0.92
2025,06,18,13:48,36.1,23.1,20.9,117630,0.92
2025,06,18,13:58,37.2,23.3,20.9,58791,0.91
2025,06,18,14:08,34.3,23.3,20.8,62526,0.92
2025,06,18,14:18,35.7,23.4,20.8,105142,0.92
2025,06,18,14:28,33.2,23.5,20.8,46940,0.92
2025,06,18,14:38,32.3,23.5,20.8,60685,0.92
2025,06,18,14:48,31.6,23.5,20.8,54386,0.92
2025,06,18,14:58,32.9,23.6,20.7,99979,0.92
2025,06,18,15:08,32.9,23.6,20.6,65998,0.93
2025,06,18,15:18,32.3,23.6,20.9,60051,0.90
2025,06,18,15:28,32.0,23.6,20.8,56056,0.91
2025,06,18,15:38,31.3,23.7,20.6,32634,0.93
2025,06,18,15:48,30.6,23.7,20.6,34108,0.92
2025,06,18,15:58,30.2,23.8,20.7,29609,0.92
2025,06,18,16:08,30.4,23.8,20.6,32637,0.92
2025,06,18,16:18,30.3,23.8,20.6,28710,0.93
2025,06,18,16:28,30.7,23.8,20.6,32654,0.92
2025,06,18,16:38,30.2,23.8,20.5,21874,0.93
2025,06,18,16:48,29.6,23.8,20.7,33673,0.91
2025,06,18,16:58,29.1,23.8,20.6,13695,0.92
2025,06,18,17:08,28.7,23.8,20.6,14293,0.93
2025,06,18,17:18,28.6,23.8,20.6,17304,0.93
2025,06,18,17:28,28.8,23.8,20.5,17889,0.93
2025,06,18,17:38,28.6,23.8,20.6,15038,0.92
2025,06,18,17:48,28.2,23.8,20.6,8585,0.92
2025,06,18,17:58,27.8,23.7,20.6,7969,0.92
2025,06,18,18:08,27.3,23.7,20.5,6299,0.93
2025,06,18,18:18,27.0,23.7,20.6,5507,0.92
2025,06,18,18:28,26.4,23.7,20.6,5013,0.93
2025,06,18,18:38,25.6,23.7,20.6,4471,0.92
2025,06,18,18:48,24.9,23.7,20.6,3317,0.93
2025,06,18,18:58,24.5,23.6,20.6,2628,0.93
2025,06,18,19:08,23.8,23.6,20.5,1341,0.94
2025,06,18,19:18,23.5,23.6,20.6,382,0.93
2025,06,18,19:38,22.2,23.6,20.5,11,0.94
2025,06,18,19:48,22.0,23.6,20.6,0,0.93
2025,06,18,19:58,21.6,23.5,20.5,0,0.94
2025,06,18,20:08,21.3,23.5,20.6,0,0.93
2025,06,18,20:18,21.4,23.5,20.6,0,0.93
2025,06,18,20:28,20.8,23.5,20.5,0,0.94
2025,06,18,20:38,20.2,23.5,20.7,0,0.93
2025,06,18,20:48,20.0,23.4,20.7,0,0.93
2025,06,18,20:58,20.5,23.4,20.7,0,0.93
2025,06,18,21:08,20.0,23.3,20.5,0,0.95
2025,06,18,21:18,20.0,23.3,20.5,0,0.95
2025,06,18,21:28,19.7,23.3,20.6,0,0.94
2025,06,18,21:38,19.5,23.2,20.6,0,0.94
2025,06,18,21:48,19.6,23.2,20.5,0,0.95
2025,06,18,21:58,19.5,23.1,20.7,0,0.94
2025,06,18,22:08,19.3,23.1,20.6,0,0.94
2025,06,18,22:18,19.2,23.1,20.7,0,0.93
2025,06,18,22:28,19.4,23.1,20.7,0,0.94
2025,06,18,22:38,19.2,23.0,20.6,0,0.94
2025,06,18,22:48,19.1,23.0,20.7,0,0.94
2025,06,18,22:58,19.6,23.0,20.6,0,0.95
2025,06,18,23:08,19.1,23.0,20.6,0,0.95
2025,06,18,23:28,19.1,22.8,20.7,0,0.94
2025,06,18,23:38,19.2,22.8,20.7,0,0.94
2025,06,18,23:48,18.8,22.8,20.8,0,0.93
2025,06,18,23:58,18.6,22.8,20.7,0,0.94
2025,06,19,00:08,18.6,22.7,20.7,0,0.94
2025,06,19,00:18,18.3,22.7,20.7,0,0.94
2025,06,19,00:28,19.1,22.7,20.7,0,0.94
2025,06,19,00:48,18.6,22.6,20.7,0,0.94
2025,06,19,00:57,18.3,22.6,20.7,0,0.94
2025,06,19,01:07,18.2,22.6,20.8,0,0.93
2025,06,19,01:17,18.1,22.5,20.7,0,0.94
2025,06,19,01:27,18.0,22.5,20.8,0,0.94
2025,06,19,01:37,18.0,22.5,20.9,0,0.93
2025,06,19,01:47,17.7,22.5,20.8,0,0.93
2025,06,19,01:57,17.7,22.4,20.8,0,0.94
2025,06,19,02:17,17.5,22.3,20.8,0,0.94
2025,06,19,02:27,17.6,22.3,20.9,0,0.93
2025,06,19,02:37,17.3,22.3,20.8,0,0.94
2025,06,19,02:47,18.0,22.3,20.7,0,0.94
2025,06,19,02:57,17.7,22.2,20.9,0,0.93
2025,06,19,03:07,17.5,22.2,20.8,0,0.94
2025,06,19,03:17,17.3,22.2,20.8,0,0.94
2025,06,19,03:27,17.3,22.1,20.7,0,0.95
2025,06,19,03:37,17.3,22.1,20.7,0,0.94
2025,06,19,03:47,17.3,22.1,21.0,0,0.92
2025,06,19,03:57,17.5,22.1,20.9,0,0.93
2025,06,19,04:07,17.0,22.0,21.0,0,0.92
2025,06,19,04:17,17.0,22.0,20.9,0,0.93
2025,06,19,04:27,16.9,22.0,21.1,11,0.92
2025,06,19,04:37,16.8,22.0,21.0,66,0.92
2025,06,19,04:47,16.9,22.0,21.1,264,0.91
2025,06,19,04:57,17.1,21.9,21.0,756,0.93
2025,06,19,05:07,17.1,21.9,21.0,1685,0.92
2025,06,19,05:17,17.3,21.9,21.0,2721,0.92
2025,06,19,05:27,17.5,21.8,21.0,4108,0.92
2025,06,19,05:37,18.2,21.8,20.9,5629,0.94
2025,06,19,05:47,19.0,21.8,21.1,7261,0.92
2025,06,19,05:57,19.9,21.8,21.1,8630,0.92
2025,06,19,06:07,20.7,21.7,21.0,10659,0.92
2025,06,19,06:17,21.1,21.7,21.0,11109,0.93
2025,06,19,06:27,21.6,21.7,21.2,12783,0.91
2025,06,19,06:37,22.2,21.6,21.1,13397,0.92
2025,06,19,06:47,22.8,21.6,21.2,15593,0.90
2025,06,19,06:57,24.6,21.6,21.0,19201,0.92
2025,06,19,07:07,25.0,21.6,21.1,20707,0.91
2025,06,19,07:17,26.2,21.6,21.3,21078,0.89
2025,06,19,07:27,27.2,21.6,21.0,23885,0.92
2025,06,19,07:37,27.1,21.6,21.1,25827,0.91
2025,06,19,07:47,28.2,21.6,21.2,49385,0.90
2025,06,19,07:57,29.5,21.7,21.1,48283,0.90
2025,06,19,08:07,30.9,21.7,21.1,64452,0.90
2025,06,19,08:17,32.1,21.7,21.1,66463,0.90
2025,06,19,08:27,32.2,21.7,21.0,74889,0.90
2025,06,19,08:37,32.9,21.8,21.1,83472,0.90
2025,06,19,08:47,33.4,21.8,21.0,88914,0.91
2025,06,19,08:57,33.4,21.8,21.1,102608,0.89
2025,06,19,09:07,33.9,21.8,21.1,97643,0.90
2025,06,19,09:17,35.4,21.8,21.0,110456,0.90
2025,06,19,09:27,33.6,21.9,20.9,100998,0.91
2025,06,19,09:37,33.3,22.0,20.9,120307,0.90
2025,06,19,09:47,33.6,22.0,21.0,127968,0.89
2025,06,19,09:57,33.2,22.0,20.8,119458,0.91
2025,06,19,10:07,33.7,22.1,20.9,81331,0.90
2025,06,19,10:17,34.4,22.1,20.8,112037,0.91
2025,06,19,10:27,34.7,22.2,20.8,119465,0.90
2025,06,19,10:37,35.4,22.3,20.8,112994,0.90
2025,06,19,10:47,35.2,22.3,20.9,113560,0.89
2025,06,19,10:57,34.2,22.4,20.8,126197,0.90
2025,06,19,11:07,36.6,22.5,20.7,146310,0.91
2025,06,19,11:17,36.1,22.5,20.7,92455,0.91
2025,06,19,11:27,34.1,22.6,20.6,127483,0.91
2025,06,19,11:37,35.7,22.6,20.5,116994,0.92
2025,06,19,11:47,35.2,22.8,20.7,125191,0.90
2025,06,19,11:57,34.9,22.8,20.6,133960,0.91
2025,06,19,12:07,35.9,22.9,20.7,116559,0.90
2025,06,19,12:17,35.9,23.0,20.6,108931,0.91
2025,06,19,12:27,37.4,23.1,20.6,100804,0.90
2025,06,19,12:37,36.4,23.1,20.5,114120,0.91
2025,06,19,12:47,35.9,23.2,20.5,109340,0.91
2025,06,19,12:57,36.6,23.3,20.3,125925,0.92
2025,06,19,13:07,38.2,23.4,20.4,141423,0.91
2025,06,19,13:17,36.8,23.5,20.3,95665,0.93
2025,06,19,13:27,38.0,23.6,20.3,127873,0.92
2025,06,19,13:37,38.1,23.6,20.3,145030,0.91
2025,06,19,13:47,37.3,23.8,20.3,142239,0.91
2025,06,19,13:57,36.8,23.8,20.2,142932,0.92
2025,06,19,14:07,36.4,23.9,20.2,130746,0.91
2025,06,19,14:17,36.6,24.0,20.1,141876,0.92
2025,06,19,14:27,36.2,24.0,20.2,134385,0.91
2025,06,19,14:37,36.3,24.1,20.2,119326,0.91
2025,06,19,14:47,36.5,24.1,20.1,114346,0.92
2025,06,19,14:57,35.3,24.2,20.0,96804,0.93
2025,06,19,15:07,34.7,24.3,20.0,45254,0.92
2025,06,19,15:17,34.0,24.3,20.1,69519,0.91
2025,06,19,15:27,33.6,24.3,20.2,33596,0.90
2025,06,19,15:37,31.9,24.4,20.0,17232,0.92
2025,06,19,15:47,31.8,24.4,20.0,16653,0.92
2025,06,19,15:57,31.2,24.4,20.1,16294,0.91
2025,06,19,16:07,30.9,24.4,20.0,16577,0.92
2025,06,19,16:17,30.7,24.4,20.1,17765,0.91
2025,06,19,16:27,30.8,24.4,19.9,20427,0.92
2025,06,19,16:37,30.5,24.4,19.9,18981,0.93
2025,06,19,16:47,30.8,24.3,19.9,19282,0.93
2025,06,19,16:57,30.8,24.3,20.0,12485,0.91
2025,06,19,17:07,30.2,24.3,19.9,12326,0.92
2025,06,19,17:17,29.4,24.3,20.0,10441,0.92
2025,06,19,17:27,28.1,24.3,20.0,9583,0.92
2025,06,19,17:37,27.2,24.2,20.0,8722,0.92
2025,06,19,17:47,26.9,24.2,19.9,8014,0.93
2025,06,19,17:57,26.0,24.2,20.0,7202,0.92
2025,06,19,18:07,25.2,24.1,19.9,6430,0.93
2025,06,19,18:17,24.6,24.1,20.1,5583,0.91
2025,06,19,18:27,24.1,24.1,20.1,4499,0.91
2025,06,19,18:37,24.0,24.1,20.0,3879,0.92
2025,06,19,18:47,23.6,24.0,20.0,2845,0.92
2025,06,19,18:57,23.4,24.0,19.9,1837,0.93
2025,06,19,19:07,22.4,24.0,20.0,1019,0.92
2025,06,19,19:17,22.2,24.0,20.0,399,0.92
2025,06,19,19:27,21.7,23.9,20.0,109,0.92
2025,06,19,19:37,21.3,23.8,19.9,18,0.93
2025,06,19,19:47,20.7,23.8,20.0,0,0.92
2025,06,19,19:57,20.4,23.8,20.0,0,0.92
2025,06,19,20:07,20.3,23.7,20.0,0,0.93
2025,06,19,20:17,20.2,23.7,20.1,0,0.92
2025,06,19,20:27,19.8,23.6,20.0,0,0.93
2025,06,19,20:37,19.7,23.6,20.1,0,0.92
2025,06,19,20:47,19.5,23.6,19.9,0,0.94
2025,06,19,20:57,19.3,23.5,20.1,0,0.93
2025,06,19,21:07,19.4,23.5,20.0,0,0.93
2025,06,19,21:17,20.0,23.5,20.1,0,0.93
2025,06,19,21:27,19.6,23.4,20.1,0,0.93
2025,06,19,21:37,19.6,23.4,20.1,0,0.93
2025,06,19,21:47,19.3,23.3,20.1,0,0.93
2025,06,19,21:57,18.9,23.3,20.0,0,0.94
2025,06,19,22:07,18.6,23.3,20.0,0,0.94
2025,06,19,22:17,18.7,23.2,20.1,0,0.93
2025,06,19,22:27,19.6,23.2,20.1,0,0.93
2025,06,19,22:37,19.0,23.1,20.2,0,0.92
2025,06,19,22:47,18.7,23.1,20.2,0,0.92
2025,06,19,22:57,18.7,23.1,20.1,0,0.93
2025,06,19,23:07,19.3,23.0,20.1,0,0.93
2025,06,19,23:17,18.9,23.0,20.2,0,0.93
2025,06,19,23:27,19.0,23.0,20.1,0,0.93
2025,06,19,23:37,18.5,23.0,20.1,0,0.93
2025,06,19,23:47,18.5,22.9,20.2,0,0.93
2025,06,19,23:57,18.0,22.8,20.3,0,0.92
2025,06,20,00:07,17.9,22.8,20.1,0,0.94
2025,06,20,00:17,17.7,22.8,20.2,0,0.93
2025,06,20,00:27,17.5,22.8,20.2,0,0.93
2025,06,20,00:37,17.4,22.7,20.2,0,0.93
2025,06,20,00:47,17.3,22.7,20.1,0,0.94
2025,06,20,00:57,17.3,22.6,20.2,0,0.93
2025,06,20,01:07,17.1,22.6,20.3,0,0.92
2025,06,20,01:17,17.0,22.6,20.3,0,0.93
2025,06,20,01:27,17.0,22.6,20.3,0,0.92
2025,06,20,01:37,16.9,22.5,20.3,0,0.92
2025,06,20,01:47,17.2,22.5,20.3,0,0.92
2025,06,20,01:57,16.9,22.5,20.4,0,0.92
2025,06,20,02:07,17.0,22.5,20.4,0,0.91
2025,06,20,02:17,16.7,22.4,20.4,0,0.92
2025,06,20,02:27,16.5,22.4,20.3,0,0.92
2025,06,20,02:37,16.5,22.3,20.4,0,0.92
2025,06,20,02:47,16.5,22.3,20.4,0,0.92
2025,06,20,02:57,16.5,22.3,20.4,0,0.92
2025,06,20,03:07,16.5,22.3,20.5,0,0.91
2025,06,20,03:17,16.4,22.2,20.4,0,0.92
2025,06,20,03:27,16.2,22.1,20.4,0,0.92
2025,06,20,03:37,16.8,22.1,20.4,0,0.92
2025,06,20,03:47,16.3,22.1,20.5,0,0.91
2025,06,20,03:57,16.2,22.1,20.5,0,0.91
2025,06,20,04:07,16.0,22.0,20.5,0,0.92
2025,06,20,04:17,16.1,22.0,20.5,0,0.91
2025,06,20,04:27,15.9,22.0,20.5,16,0.91
2025,06,20,04:37,16.0,22.0,20.6,38,0.90
